filename,index_num,conflict,mediator,claude_code,claude_confidence,claude_flag,claude_rationale
10_DRC_Rwanda_Washington_process_QATAR.txt,10,DRC_Rwanda_Washington_process,QATAR,1,0.85,,"The statement's dominant mediation logic centers on ceasefire, humanitarian assistance, and de-escalation as urgent priorities. While it references 'root causes' and 'sustainable peace,' these appear as secondary considerations rather than conditions attached to the mediation itself. The language emphasizes procedural goals—cessation of hostilities, mutual trust, territorial integrity—without prescribing specific governance models or ideological transformations. The focus remains on ending violence and facilitating dialogue rather than conditioning engagement on political restructuring."
11_DRC_Rwanda_Washington_process_US.txt,11,DRC_Rwanda_Washington_process,US,1,0.85,,"This peace agreement overwhelmingly emphasizes negative peace objectives: ceasefire implementation, disengagement of forces, neutralization of armed groups, cessation of hostilities, humanitarian access, and territorial integrity. While it includes provisions for economic integration and refugee return, these are framed as stabilization mechanisms rather than ideological prerequisites. The agreement does not condition peace on democratic governance, specific political outcomes, or value-based transformation—it focuses on ending violence and creating security conditions that allow normal bilateral relations to resume."
12_Gaza_ceasefire_Guardian_of_the_Walls_QATAR.txt,12,Gaza_ceasefire_Guardian_of_the_Walls,QATAR,0,0.85,,"The statement's mediation-related language is dominated by positive peace logic. Qatar explicitly conditions its diplomatic objectives on a specific political outcome: 'establishing an independent state based on the borders of 1967 with East Al Quds as its capital.' The call for 'diplomatic work' and 'active and united Arab position' is framed not merely as ending violence, but as achieving Palestinian statehood, ending occupation, and enforcing international law against Israeli policies described as ethnic cleansing and war crimes. While security concerns (shelling, deaths) are mentioned, they serve as justification for the broader transformative political goal rather than constituting the mediation aim itself."
13_Gaza_ceasefire_Guardian_of_the_Walls_US.txt,13,Gaza_ceasefire_Guardian_of_the_Walls,US,1,0.85,,"The statement's dominant mediation logic centers on stability and violence cessation rather than ideological transformation. Blinken repeatedly frames U.S. objectives in security-humanitarian terms: achieving ceasefire, addressing urgent humanitarian needs, reducing tensions, and breaking cycles of violence. While he mentions two-state solution and equal measures of freedom as background context, these appear as long-term aspirations rather than conditions attached to the immediate mediation effort. The core mediation goals—ceasefire maintenance, humanitarian relief, and tension reduction—reflect negative peace orientation focused on ending violence without prescribing specific governance outcomes as prerequisites for engagement."
14_Gaza_War_PhaseI_ceasefire_hostage_negotiations_QATAR.txt,14,Gaza_War_PhaseI_ceasefire_hostage_negotiations,QATAR,1,0.85,,"The statement's dominant mediation logic focuses on security and humanitarian outcomes: ceasefire implementation, prisoner exchange, humanitarian aid delivery, and cessation of hostilities. While Qatar expresses support for broader political principles (two-state solution, Palestinian statehood, Syrian sovereignty), these appear as contextual foreign policy positions rather than conditions attached to the mediation itself. The core mediation goals described—ending violence, facilitating aid, securing prisoner releases—reflect negative peace orientation focused on stopping harm without prescribing specific governance transformations as prerequisites for engagement."
15_Gaza_War_PhaseI_ceasefire_hostage_negotiations_US.txt,15,Gaza_War_PhaseI_ceasefire_hostage_negotiations,US,1,0.85,,"The statement's dominant mediation logic centers on ending violence and securing humanitarian relief without imposing ideological conditions on the outcome. The spokesperson repeatedly emphasizes ceasefire, hostage return, humanitarian surge, and stopping the fighting as primary goals. While the statement mentions broader political aspirations (day-after governance, normalization, Palestinian statehood), these are framed as separate imperatives to be pursued after the ceasefire, not as conditions attached to the mediation itself. The U.S. describes its role as guarantor focused on maintaining negotiations and ensuring parties stay at the table—a procedural, stability-oriented posture. The emphasis on 'stopping violence' and 'breaking the cycle' without requiring immediate political transformation of the conflict parties reflects negative peace orientation."
16_Gaza_War_PhaseII_West_Bank_negotiations_QATAR.txt,16,Gaza_War_PhaseII_West_Bank_negotiations,QATAR,1,0.85,,"The statement's dominant mediation rationale centers on security and humanitarian objectives: stabilizing the situation, de-escalation, protecting civilians, ensuring humanitarian aid entry, and sustaining the ceasefire. While it mentions 'legitimate rights' of Palestinians and 'lasting peace,' these appear as background context rather than conditions attached to Qatar's mediation goals. The core language describes procedural aims (ceasefire implementation, aid access, reconstruction) without prescribing specific governance outcomes or ideological transformation, consistent with negative peace orientation."
17_Gaza_War_PhaseII_West_Bank_negotiations_US.txt,17,Gaza_War_PhaseII_West_Bank_negotiations,US,0,0.85,,"The statement's mediation goals are heavily conditioned on specific governance outcomes: technocratic leadership, civil institution-building, 'self-sustaining governance,' demilitarization, and a 'terror-free environment.' The language prescribes not just an end to violence but a particular political and institutional transformation aligned with the mediator's vision of legitimate governance. While security elements appear (stabilization force, demilitarization), they serve a broader transformative agenda rather than constituting the primary mediation aim. This reflects positive peace logic—mediation conditioned on structural and ideological prerequisites."
18_Gaza_ceasefire_Operation_Cast_Lead_QATAR.txt,18,Gaza_ceasefire_Operation_Cast_Lead,QATAR,1,0.85,,"The statement's dominant mediation logic focuses on ending violence and lifting the blockade—security and humanitarian objectives that do not prescribe a specific governance outcome. While the speaker references democracy and Palestinian choices as context for the crisis, the core mediation demands are procedural: 'ceasefire that stops the bloodshed' and 'lifting of the blockade and opening of all border crossings.' The statement explicitly rejects equating parties or rewarding aggression, but frames desired outcomes in terms of ending violence and siege rather than imposing governance conditions on Israel or Palestine."
19_Gaza_ceasefire_Operation_Cast_Lead_US.txt,19,Gaza_ceasefire_Operation_Cast_Lead,US,1,0.85,,"The statement focuses exclusively on security and humanitarian objectives: restoring the ceasefire, ending violence, and addressing humanitarian needs. While it assigns responsibility to Hamas, it does not attach political or governance conditions to the mediation goal itself. The dominant logic is stopping violence and protecting civilians rather than transforming political structures or advancing a specific governance model."
20_Gaza_ceasefire_Operation_Pillar_Defense_QATAR.txt,20,Gaza_ceasefire_Operation_Pillar_Defense,QATAR,1,0.85,,"The statement's dominant mediation-related language focuses on ending the blockade, reconstruction, humanitarian relief, and alleviating suffering in Gaza—all security and humanitarian objectives consistent with negative peace. While the speaker references Palestinian reconciliation and unity between West Bank and Gaza factions, this is framed as a procedural necessity for Palestinian effectiveness rather than imposing specific governance conditions. The call for Palestinians to 'unify their stands' and pursue 'a fair peace that Israel either accepts or is obliged to' emphasizes ending violence and division without prescribing a particular political model as a precondition for Qatar's engagement or support."
21_Gaza_ceasefire_Operation_Pillar_Defense_US.txt,21,Gaza_ceasefire_Operation_Pillar_Defense,US,1,0.85,,"The dominant mediation language focuses on security objectives: ceasefire, stopping bloodshed, halting violence, and de-escalation. While both speakers reference broader aspirations ('comprehensive and just resolution,' 'comprehensive peace'), these appear as contextual goals rather than conditions attached to the immediate mediation effort. The core mediation achievement celebrated here is the cessation of hostilities itself, with Egypt's role framed as stopping violence and restoring calm, consistent with negative peace logic."
22_Gaza_ceasefire_Operation_Protective_Edge_QATAR.txt,22,Gaza_ceasefire_Operation_Protective_Edge,QATAR,0,0.85,,"The statement's dominant mediation logic attaches political and ideological conditions to Qatar's mediation goals. The Foreign Minister frames the ceasefire not merely as ending violence, but as requiring 'lifting the siege,' implementing prior agreements (2012, 2011), establishing commercial infrastructure, and Gaza's sovereignty over territorial waters. The language explicitly validates Palestinian resistance as 'legitimate' and frames Israel as violating international law, indicating Qatar's mediation is conditioned on outcomes aligned with Palestinian political demands rather than neutral cessation of hostilities. While security concerns appear, they are subordinated to these transformative political prerequisites."
23_Gaza_ceasefire_Operation_Protective_Edge_US.txt,23,Gaza_ceasefire_Operation_Protective_Edge,US,1,0.85,,"The statement's dominant mediation rationale centers on security objectives: ending rocket attacks, achieving a durable ceasefire, and stopping violence through de-escalation. While it mentions reconstruction and long-term solutions, these are framed as post-ceasefire humanitarian efforts rather than ideological prerequisites for engagement. The mediator does not condition its support on specific governance transformations or political outcomes, instead emphasizing procedural goals (ceasefire compliance, humanitarian access) and security for both sides without prescribing how either party should be governed."
24_GenevaI_Action_Group4_Syria_QATAR.txt,24,GenevaI_Action_Group4_Syria,QATAR,0,0.85,,"The statement's mediation goals are heavily conditioned on specific governance outcomes and political transformation. Paragraphs 8-9 explicitly prescribe a 'genuinely democratic and pluralistic' state, multiparty elections, human rights compliance, judicial independence, and a transitional governing body with 'full executive powers.' While ceasefire and violence cessation appear throughout, they are framed as prerequisites to achieving these ideological objectives rather than as standalone goals. The dominant logic attaches clear political and governance conditions to the mediation's aims, characteristic of positive peace orientation."
25_GenevaI_Action_Group4_Syria_US.txt,25,GenevaI_Action_Group4_Syria,US,0,0.95,,"The statement overwhelmingly reflects positive peace logic by conditioning U.S. mediation goals on specific governance outcomes: 'democratic transition,' 'democratic, pluralistic Syria,' 'rule of law,' 'universal rights,' 'free and multiparty elections,' and explicit insistence that 'Assad will still have to go' based on ideological incompatibility ('blood on his hands'). While security concerns appear (ending violence, humanitarian aid), they are framed as means to achieve the primary goal of political transformation aligned with liberal democratic values, not as ends in themselves."
26_IntraAfghan_peacetalks_US.txt,26,IntraAfghan_peacetalks,US,1,0.85,,"The statement's dominant mediation logic centers on procedural mechanisms to end violence and facilitate dialogue without prescribing specific political outcomes. The official repeatedly emphasizes ceasefire implementation, prisoner exchanges, violence reduction, and creating a communications channel—all security-focused objectives. While democratic values are mentioned as U.S. interests, the mediation approach itself is described as helping parties reach 'a mutually agreed outcome' and facilitating an inclusive process where 'the Afghans are choosing' their own governance arrangements. The mediator explicitly avoids imposing ideological conditions, instead focusing on creating momentum for parties to negotiate their own political roadmap."
27_IntraAfghani_peacetalks_QATAR.txt,27,IntraAfghani_peacetalks,QATAR,1,0.85,,"The statement's dominant mediation logic centers on ending violence and creating conditions for dialogue without prescribing specific governance outcomes. Key indicators include emphasis on ceasefire, prisoner release, protection of civilians, and 'stopping the violence' as primary goals. While the joint communique references an 'Islamic system' and various governance principles, these emerge from the Afghan participants themselves rather than being imposed as mediator conditions. Qatar and Germany frame their role as facilitating Afghan-led negotiations ('comprehensive Afghan negotiations') and creating a 'reliable environment for peace' through security measures, consistent with negative peace orientation."
28_Iran_Israel_ceasefire_Twelve_Day_War_QATAR.txt,28,Iran_Israel_ceasefire_Twelve_Day_War,QATAR,1,0.85,,"The statement's dominant mediation language focuses on ceasefire, de-escalation, and ending violence across multiple conflicts (Gaza, Iran-Israel, Rwanda-Congo). While it condemns humanitarian conditions and calls for aid access, Qatar's stated mediation goals consistently emphasize stopping hostilities and stability rather than prescribing specific governance outcomes or ideological transformations. The references to 'ceasefire,' 'de-escalation,' 'ending escalation,' and facilitating 'peaceful and diplomatic solutions' without attaching political conditions reflect a negative peace orientation."
29_Iran_Israel_ceasefire_Twelve_Day_War_US.txt,29,Iran_Israel_ceasefire_Twelve_Day_War,US,1,0.85,,"The statement's dominant mediation logic centers on stopping violence and achieving ceasefires without imposing ideological conditions. The spokesperson repeatedly emphasizes President Trump's role as 'peacemaker,' his commitment to 'diplomacy to stop wars,' and the goal of ending hostilities in Israel-Iran and Gaza conflicts. While there are references to governance issues (e.g., supporting Syria's interim government stability, releasing political prisoners), these appear as secondary context rather than conditions attached to mediation goals. The core framing is security-oriented: ceasefire achievement, halting nuclear capability to prevent war escalation, and procedural diplomacy as a tool to 'STOP THE WAR' rather than to transform political systems toward a specific ideological outcome."
2_Afghan_evacuation_coordination_QATAR.txt,2,Afghan_evacuation_coordination,QATAR,1,0.85,,"The statement's dominant mediation logic focuses on security and humanitarian objectives without prescribing specific political outcomes for Afghanistan. Qatar's stated goals emphasize evacuation operations, humanitarian corridors, freedom of movement, airport operations, and humanitarian aid delivery. While there is one reference to hoping for 'an inclusive, participatory country in a participatory and inclusive government,' this appears as aspirational context rather than a conditional requirement attached to Qatar's mediation role. The overwhelming weight of language describes Qatar as a 'facilitator' focused on ending violence and providing humanitarian support, consistent with negative peace orientation."
30_ISSG_Vienna_GenevaIII_QATAR.txt,30,ISSG_Vienna_GenevaIII,QATAR,0,0.85,,"The statement's mediation philosophy is dominated by positive peace logic, particularly evident in the Yemen and Syria discussions. On Yemen, the minister explicitly conditions mediation success on 'preserving full legitimacy' based on the GCC initiative, national dialogue outcomes, and recognition of President Hadi—requiring specific governance arrangements and political transformation. On Syria, he categorically excludes Assad from any political solution ('does not involve Assad because he is not a part of Syria's future'), attaching ideological prerequisites to mediation outcomes rather than engaging all parties neutrally. While security concerns appear (Operation Decisive Storm), they are framed as means to enforce a particular political order, not as ends in themselves."
31_ISSG_Vienna_GenevaIII_US.txt,31,ISSG_Vienna_GenevaIII,US,0,0.85,,"The statement's mediation goals are heavily conditioned on specific governance outcomes: a political transition plan within six months, establishment of 'credible, inclusive and non-sectarian governance,' drafting a new constitution, and UN-supervised elections within 18 months meeting 'highest international standards.' While humanitarian access and cessation of hostilities are prominent, these security measures are framed as steps toward—not substitutes for—a prescribed political transformation. The dominant logic attaches clear ideological and governance conditions to the mediation's ultimate aims."
32_Lebanon_quadrilateral_talks_QATAR.txt,32,Lebanon_quadrilateral_talks,QATAR,1,0.85,,"The statement frames Qatar's mediation goals in Lebanon primarily through stability and crisis-management language: overcoming political stalemate, facing economic crisis, enabling Lebanon to 'survive these crises,' and achieving 'unity and stability.' While it mentions that solutions must meet Lebanese aspirations, it explicitly defers to Lebanese agency ('solutions can only be in the hands of the Lebanese') rather than prescribing governance outcomes. The emphasis on sovereignty, independence, and economic revival without attaching ideological conditions reflects a negative peace orientation focused on ending crisis rather than transforming political structures."
33_Lebanon_quadrilateral_talks_US.txt,33,Lebanon_quadrilateral_talks,US,0,0.85,,"The statement's mediation aims are heavily conditioned on specific governance outcomes: constitutional compliance in presidential elections, a president who can 'unite' and work with international actors, government formation capable of implementing structural/economic reforms, and IMF agreement prerequisites. These represent ideological conditions attached to support rather than unconditional engagement to end violence or instability. The emphasis on reform implementation, international resolution compliance, and the Taif Agreement framework reflects positive peace logic seeking political transformation aligned with Western governance norms."
34_Lebanon_Doha_Agreement_QATAR.txt,34,Lebanon_Doha_Agreement,QATAR,1,0.85,,"The dominant mediation logic focuses on ending violence and establishing procedural mechanisms for stability: ceasefire commitments, prohibition of weapons use, security arrangements, and power-sharing formulas designed to restore order. While the agreement prescribes specific governance outcomes (presidential election, cabinet composition, electoral law), these are presented as technical arrangements to end the crisis rather than ideological prerequisites. The core aim is negative peace—stopping violence and restoring state authority—without requiring transformation of Lebanon's confessional political system or advancing a particular governance ideology."
35_Lebanon_Doha_Agreement_US.txt,35,Lebanon_Doha_Agreement,US,0,0.85,,"The statement explicitly conditions its support for the mediation outcome on specific governance transformations: electing a President, forming a new government, and addressing electoral law reform. These are structural political prerequisites rather than purely security-focused goals. The emphasis on 'complete authority over the entire territory' and conformity with UNSC resolutions further indicates a governance-oriented mediation philosophy that seeks political transformation, not merely cessation of violence."
36_Libya_UNSMIL_Skhirat_QATAR.txt,36,Libya_UNSMIL_Skhirat,QATAR,0,0.85,,"The statement explicitly conditions Qatar's mediation approach on supporting a specific governance outcome: recognition of the Government of National Accord as 'the only legitimate executive authority' and implementation of the Skhirat Agreement. This represents a positive peace orientation, as Qatar is not offering neutral facilitation but rather advocating for a particular political arrangement aligned with international recognition frameworks. The language consistently frames one side as legitimate and the other as 'unlawful militias,' demonstrating ideological positioning rather than impartial conflict management focused solely on ending violence."
37_Libya_UNSMIL_Skhirat_US.txt,37,Libya_UNSMIL_Skhirat,US,0,0.85,,"The statement explicitly endorses a specific governance outcome—the Government of National Accord established through the Libyan Political Agreement—as the goal of international engagement. The language prescribes a unified government structure and political transition as prerequisites for support, conditioning assistance on acceptance of this particular political arrangement. While security and humanitarian concerns are mentioned, they are framed as challenges to be addressed by the prescribed governance model, not as standalone mediation goals independent of political transformation."
38_Sudan_Chad_Reconciliation_QATAR.txt,38,Sudan_Chad_Reconciliation,QATAR,1,0.85,,"The statement's dominant mediation logic centers on security and stability objectives: normalization of relations, non-interference in internal affairs, refraining from use of force, and creating an 'atmosphere of confidence.' The language emphasizes procedural goals (convening a summit, implementing prior agreements, restoring good-neighborliness) without attaching ideological conditions or prescribing governance models for either party. The focus is squarely on ending hostilities and managing interstate relations, not transforming political structures."
39_Sudan_Chad_Reconciliation_US.txt,39,Sudan_Chad_Reconciliation,US,1,0.85,,"The statement's dominant mediation logic focuses on security and stability objectives: normalizing relations, preventing armed groups from cross-border operations, border monitoring mechanisms, and regional stability. While the final sentence mentions 'just peace' in Darfur, this appears as background context rather than conditioning the Chad-Sudan normalization on specific governance outcomes. The U.S. frames its support role procedurally ('stands ready to support implementation') without attaching ideological prerequisites to the bilateral agreement itself."
3_Afghan_evacuation_coordination_US.txt,3,Afghan_evacuation_coordination,US,1,0.85,,"The statement's mediation-related language focuses overwhelmingly on procedural and security objectives: facilitating evacuation, ensuring safe passage, working to reopen the Kabul airport, and holding the Taliban to commitments about freedom of movement. While the text mentions human rights and other values in passing, these appear as general foreign policy context rather than conditions attached to the mediation effort itself. The core mediation goal is described as enabling departure and transit—classic negative peace aims of ending immediate danger without prescribing political transformation."
40_US_Iran_indirect_talks_prisoner_exchange_QATAR.txt,40,US_Iran_indirect_talks_prisoner_exchange,QATAR,1,0.85,,"The statement describes Qatar's mediation role in purely procedural and humanitarian terms: facilitating a detainee exchange, transferring frozen funds, and establishing a humanitarian financial channel. The language emphasizes neutrality, impartiality, and technical implementation rather than advancing any political transformation or ideological outcome. The brief mention of hoping for 'greater understandings' and return to a joint action plan appears as aspirational context rather than a condition of the mediation itself, which focused on the immediate humanitarian goal of releasing detainees."
41_US_Iran_indirect_talks_prisoner_exchange_US.txt,41,US_Iran_indirect_talks_prisoner_exchange,US,1,0.85,,"The dominant language across these statements frames U.S. engagement with Iran in security and humanitarian terms—prisoner exchange, humanitarian channels for food and medicine, and deterrence of hostage-taking—without conditioning the exchange on Iran's political transformation or governance reform. While the statements criticize Iran's regime and impose sanctions, the mediation logic itself (the prisoner swap arrangement) is procedurally focused on ending a specific harm (wrongful detention) rather than requiring ideological change as a precondition for engagement. The humanitarian channel is explicitly designed to avoid political conditionality, and officials repeatedly emphasize that 'this deal does not change our relationship with Iran in any way.' This reflects a negative peace orientation: addressing immediate violence/harm without transforming the underlying political structure."
42_US_Taliban_Negotiations_QATAR.txt,42,US_Taliban_Negotiations,QATAR,0,0.85,,"The statement's dominant mediation logic reflects positive peace orientation. While ceasefire is mentioned, Qatar's mediation goals explicitly include 'comprehensive political settlement,' discussions on 'human rights protections and democracy in Afghanistan,' and women's participation in governance structures. The Deputy PM's remarks frame mediation success not merely as ending violence but as achieving political transformation 'across all spectrums.' These governance and ideological conditions attached to the mediation process indicate a transformative rather than purely stability-focused approach."
43_US_Taliban_Negotiations_US.txt,43,US_Taliban_Negotiations,US,1,0.85,,"The statement's dominant mediation logic centers on security objectives: ending Afghanistan as a terrorist base, reducing violence, and protecting Americans from terrorist threats. While Pompeo mentions political inclusivity and women's rights as desirable outcomes, these appear as hoped-for byproducts rather than conditions attached to the mediation itself. The core U.S. goal is explicitly framed as counterterrorism and violence reduction ('victory for the United States will only be achieved when Americans...no longer have to fear a terrorist threat'), with political transformation left to Afghans to determine among themselves."
44_US_Venezuela_backchannel_prisoner_exchange_QATAR.txt,44,US_Venezuela_backchannel_prisoner_exchange,QATAR,1,0.85,,"The statement describes Qatar's mediation goals in purely procedural and humanitarian terms: facilitating a prisoner swap and addressing 'outstanding issues' without prescribing political transformation. The language emphasizes Qatar's role in 'peacemaking, enhancing security, and promoting stability' through technical mediation across multiple conflicts, including ceasefire efforts in Gaza. No governance conditions, ideological prerequisites, or political transformation goals are attached to the mediation outcomes described."
45_US_Venezuela_backchannel_prisoner_exchange_US.txt,45,US_Venezuela_backchannel_prisoner_exchange,US,0,0.85,,"The statement's mediation language regarding Venezuela explicitly conditions U.S. engagement on 'detailed commitments' toward 'democratic election' and 'specific requirements for a democratic election.' The President frames the mediation goal as ensuring Venezuela moves toward a 'democratic future' and states 'we're going to hold them accountable' to these political conditions. This attaches governance prerequisites (democratic electoral processes) to the mediation outcome, reflecting positive peace logic rather than mere stability or violence cessation."
4_Berlin_Conf_Libya_QATAR.txt,4,Berlin_Conf_Libya,QATAR,0,0.85,,"The statement explicitly conditions Qatar's mediation approach on supporting a specific governance outcome: recognition of the Government of National Accord as 'the only legitimate executive authority' and implementation of the Skhirat Agreement. Qatar frames its mediation goal not as ending violence through neutral facilitation, but as achieving a particular political settlement aligned with international recognition of one party. The language criticizes countries that 'supported opposing factions against the government,' indicating Qatar's mediation is premised on a specific ideological position about legitimate authority rather than neutral conflict de-escalation."
5_Berlin_Conf_Libya_US.txt,5,Berlin_Conf_Libya,US,0,0.85,,"The statement explicitly frames U.S. mediation goals in terms of fostering 'a stable, unified, and democratic Libyan state' and repeatedly emphasizes political negotiations to address 'underlying drivers of the conflict' rather than merely ending violence. The official describes supporting UN-led dialogues on governance issues including 'the role played by militia groups,' 'reunification of Libya's economic institutions,' and 'which political groups should be represented in a future Libyan government.' While security concerns (ceasefire, de-escalation) are present, they are consistently positioned as means to enable political transformation aligned with democratic governance values, not as ends in themselves. The mediator is conditioning engagement on specific governance outcomes rather than accepting any stable arrangement that ends violence."
6_Darfur_Peace_Process_QATAR.txt,6,Darfur_Peace_Process,QATAR,1,0.85,,"The statement's dominant mediation rationale centers on ending violence and achieving stability without imposing specific governance conditions. The language emphasizes 'peace, security and stability,' enabling people to 'return to their homes and normal life,' and addressing 'pressing issues of stability, reconstruction and development.' While the statement mentions justice and freedom as popular aspirations in the region's context, these appear as general observations rather than conditions attached to Qatar's mediation goals. The core mediation philosophy focuses on procedural conflict resolution—unifying movements, facilitating negotiations, and producing a document acceptable to all parties—rather than prescribing a particular political transformation or governance model."
7_Darfur_Peace_Process_US.txt,7,Darfur_Peace_Process,US,1,0.85,,"The statement's dominant mediation logic centers on procedural mechanisms to end violence: ceasefire agreements, cessation of hostilities, security provision, and humanitarian access. While Gration mentions elections, CPA implementation, and justice/accountability, these appear as contextual background rather than conditions attached to the mediation offer itself. The core mediation goals described are 'significantly reduce violence,' 'provide security and protect civilians,' and facilitate 'an inclusive process' among armed parties—all stability-oriented objectives that do not prescribe a specific governance outcome as a prerequisite for engagement."
8_DRC_AFCM23_Doha_process_QATAR.txt,8,DRC_AFCM23_Doha_process,QATAR,1,0.85,,"The statement's dominant mediation logic centers on security and stability objectives: ceasefire consolidation, troop disengagement, de-escalation, and humanitarian access. While it mentions 'addressing root causes' and 'national reconciliation,' these appear as background context rather than ideological conditions attached to Qatar's mediation goals. The framework is described as procedural and phased, focused on ending violence through 'structured dialogue' and 'confidence-building measures' without prescribing a specific governance model or political transformation as a prerequisite for engagement."
9_DRC_AFCM23_Doha_process_US.txt,9,DRC_AFCM23_Doha_process,US,0,0.85,,"The statement's mediation goals explicitly include 'restoration of DRC authority and inclusive governance,' which prescribes a specific political outcome rather than merely ending violence. The emphasis on 'inclusive governance' and enabling people to 'realize a more prosperous future' reflects structural transformation aims characteristic of positive peace logic. While the statement mentions 'lasting peace and stability,' these are framed as outcomes of governance arrangements rather than as standalone security objectives."
